1	12.7	0	0	1.5
2	16.4	8.6	0	1.5
3	15.4	7.6	0.03	0.6
4	14	9.8	0	1.8
5	10.9	8.2	0.8	3.5
6	9.7	7.4	0	1.4
7	8.2	2.9	0	1.1
8	7.6	2.8	0	1.1
9	9.9	0.3	0	1.1
10	10.7	6.6	0.09	1.4
11	8.2	5.8	1.05	2.3
12	5.8	2.6	0.06	2.2
13	2.8	-0.6	0	2.2
14	6.9	-2.3	0	0.4
15	9.5	-0.1	0	1.2
16	11.8	-0.5	0	1.1
17	8.3	6.2	1.19	1.8
18	6.3	0.3	0	2.7
19	4	-1.6	0	1.8
20	4.2	-2.7	0	1.9
21	2.9	0.5	0.84	1.3
22	4.9	0.9	0.37	2.5
23	0.9	-4.4	0.27	3.5
24	-4.4	-8	0.01	6.2
25	1.8	-5.9	0	3.5
26	7.1	-5.5	0	1
27	5.9	2.3	0.26	0.9
28	7.7	4.2	1.2	1.3
29	7.5	4.1	0.92	1.8
30	6.6	3.1	0	2
31	5.1	-0.6	0.34	1.6
32	11.8	3.3	0.12	1.9
33	2.2	-1.5	0	2.1
34	5.5	-1.8	0	0.6
35	7.4	-2.8	0	0.6
36	5.5	-1.6	0	1.7
37	9.3	-0.7	0	1.8
38	6.7	0.6	0	1
39	10.2	-2.6	0	2
40	15.2	-1.4	0	0.6
41	19.8	1.8	0	3.3
42	21.2	5.8	0	2.7
43	20.5	13.8	0	1.6
44	23.9	13.7	0.02	2.7
45	16.5	8.3	0.04	3.9
46	8.3	1	0	3.7
47	6	-1.2	0	3.1
48	9.8	1.3	0	1.1
49	11.8	0.2	0	2
50	15.4	5.2	0	1.2
51	9.9	4.1	0	2.8
52	11.5	5.3	0	2.4
53	12	2	1.79	2.4
54	8.9	4.9	0.02	2.3
55	9.7	5.4	0	1.8
56	9	1.9	0	1.9
57	11.9	0.1	0	2.2
58	16.3	5.5	0	2.2
59	18.9	6	0	2.8
60	19.8	8.1	0	2.2
61	12.2	0.7	0	1.7
62	18.3	6.2	0	2.8
63	22.4	10	0	1.1
64	24.9	12.4	0	3.6
65	24.8	12.9	0	2.3
66	12.8	9.4	0.12	2.2
67	19.7	10.1	0	1.8
68	13.4	5.8	2.29	4.3
69	6.4	3.6	1.53	2.9
70	6.9	2	0	1.6
71	10.4	-0.7	0	0.7
72	12.1	4.5	0	3.8
73	10.2	7.9	0	2.3
74	12.6	4.5	0	2.3
75	13.5	2.6	0	2.1
76	19.5	6.6	0	1.6
77	18.8	9.9	0	2.3
78	19.1	13.6	0	0.8
79	17	12.7	0	1.4
80	16.7	6.8	0	1.6
81	15.6	7	0	1.6
82	14.6	9.5	0	2.7
83	13.7	8.5	0	2.8
84	12.1	5	0	2.4
85	14.3	4.8	0	2.1
86	15.6	2.9	0	1.8
87	17.2	8	0	2.8
88	20.2	7.7	0	2.2
89	21.6	11.6	0.03	1.8
90	18.9	14	0	1.7
91	18.4	11.5	0.24	1.5
92	21.9	10.2	0	2
93	19.1	13.8	1.17	2.1
94	16.1	11.5	0.64	1.9
95	19.2	10.4	0.01	1.9
96	18.8	13	0	2.6
97	18.6	13.6	3.41	2.8
98	18.2	11.6	2.45	1.5
99	23.2	12.2	0	1.3
100	24.1	14.9	0	1.5
101	21.9	13.5	0	1.3
102	20.6	11	0	2.4
103	18.6	13.7	0.78	2.7
104	25.2	15.1	0	0.8
105	26.5	15.6	0	1.2
106	25.7	14.6	0	3
107	22.7	16.8	3.09	4.2
108	21.2	14.3	0	2.6
109	20.8	11.2	0.18	2.7
110	23.2	12.7	0	4.3
111	21.5	15.3	0.36	3.8
112	23.9	16.5	2	1.7
113	26.4	15.8	0	2.1
114	22.7	14	2.12	2.1
115	18.7	14	0	1.5
116	17.1	13	0.22	1.4
117	17	14.8	0.21	1.6
118	18.5	12.7	0.49	2.9
